t	(Var=minDt) Max	(Var=minDt) WeightedMean	(Var=minDt) Min
229.0	46.4523500905713	46.05419810607689	45.60081000735003
229.5	46.54001069744078	46.14224801792511	45.68930579226353
230.0	46.654147707641485	46.25662391110713	45.80395519754904
230.5	46.79389415295603	46.39645882508351	45.94389128844618
231.0	46.95822629739268	46.56073033383025	46.10809315019338
231.5	47.1459677276874	46.74826458119507	46.29538986028206
232.0	47.355793607226765	46.95774047124064	46.50446460619304
232.5	47.586235218849204	47.18769414011771	46.733859076141506
233.0	47.83568493827785	47.43652385157449	46.98197826618386
233.5	48.10240179288785	47.70249547190394	47.24709585902051
234.0	48.38451776545097	47.98374868407592	47.527360336689235
234.5	48.68004500308681	48.27830410229103	47.82080198784673
235.0	48.986884087234536	48.58407144341179	48.125340966935674
235.5	49.30283350549838	48.89885889692882	48.43879654856541
236.0	49.6256004517081	49.220383820719775	48.75889770506301
236.5	49.952813053662496	49.54628486369808	49.0832951094398
237.0	50.28203410158526	49.874135589209914	49.40957463984578
237.5	50.61077631269251	50.20145963665906	49.735272424265034
238.0	50.936519130296126	50.52574742133321	50.05789142768895
238.5	51.25672701245631	50.84447432932252	50.374919540679066
239.0	51.568869118262825	51.15512031750911	50.683849081461275
239.5	51.87044025385573	51.45519078252104	50.98219757743483
240.0	52.15898288895925	51.7422385110635	51.26752964033481
240.5	52.432110012216604	52.01388648116788	51.537479706041566
241.0	52.68752854362197	52.267851233550886	51.78977535928321
241.5	52.92306298256677	52.50196649194784	52.02226092228805
242.0	53.13667893825272	52.71420667879066	52.2329209536099
242.5	53.32650615455636	52.90270993748832	52.41990326687978
243.0	53.49086062624276	53.065800256226794	52.58154106289866
243.5	53.62826538955003	53.202008273962676	52.71637375257456
244.0	53.737469573971794	53.31009035358819	52.82316605224922
244.5	53.81746531160174	53.38904551154303	52.90092493716249
245.0	53.86750212729267	53.438129828569785	52.9489140726576
245.5	53.88709845624245	53.45686798006904	52.966665357781764
246.0	53.87605000613266	53.44506160130862	52.95398729203618
246.5	53.8344347104835	53.40279423053434	52.91096990472334
247.0	53.76261410473322	53.33043265903662	52.83798607308465
247.5	53.66123102055177	53.22862458198354	52.735689121280025
248.0	53.53120357663364	53.09829252781515	52.60500667753675
248.5	53.37371551993952	52.94062412100258	52.44713084526639
249.0	53.190203057623364	52.757058820431624	52.26350483286364
249.5	52.982338395507504	52.54927135265774	52.05580626533722
250.0	52.7520102721918	52.319152133379866	51.82592747617324
250.5	52.50130184591342	52.06878503978634	51.57595314827563
251.0	52.23246634568561	51.800422950967345	51.308135727868724
251.5	51.94790094309035	51.516461518851386	51.02486908076923
252.0	51.6501193313271	51.219411662347646	50.72866089054109
252.5	51.34172351696079	50.91187129539684	50.42210431536101
253.0	51.02537532881194	50.59649679810015	50.10784941796643
253.5	50.70376813860476	50.27597472886281	49.78857487045689
254.0	50.379599257829895	49.95299424426014	49.46696040305196
254.5	50.05554344160555	49.63022065798583	49.14566042873529
255.0	49.73422787239105	49.3102705111306	48.82727921523447
255.5	49.41820894439104	48.99568847238555	48.51434792026843
256.0	49.109951102427914	48.68892631874297	48.20930373681035
256.5	48.81180791633505	48.392324173409484	47.91447132007887
257.0	48.526005508759866	48.10809411382122	47.63204660337574
257.5	48.25462838104588	47.83830618908669	47.36408303588712
258.0	47.99960762047398	47.58487682453285	47.11248021376758
258.5	47.76271141519842	47.34955953445272	46.87897481952219
259.0	47.54553774984542	47.1339378109351	46.665133731881966
259.5	47.34950911975248	46.93942002243459	46.47234913482575
260.0	47.17586906606436	46.76723612059861	46.30183542015819
260.5	47.02568031629222	46.61843593706529	46.15462766207209
261.0	46.8998243036823	46.49388884144689	46.03158143255249
261.5	46.79900183775801	46.39428453159965	45.93337372733343
262.0	46.72373470599542	46.32013473547514	45.860504780988904
262.5	46.6743680022702	46.27177562021286	45.81330056694844
263.0	46.651072997638806	46.24937072455671	45.791915799103705
263.5	46.65385039737369	46.252914259406275	45.796337280918934
264.0	46.68253385566443	46.2822346490849	45.82638747595835
264.5	46.736793653088505	46.33699821975354	45.88172820785644
265.0	46.81614047305688	46.416712972652654	45.96186442902873
265.5	46.919929247620054	46.52073241374696	46.06614803120335
266.0	47.04736307336257	46.6482594421383	46.19378170189629
266.5	47.19749722758734	46.79835032840744	46.34382285911513
267.0	47.36924334196426	46.969918841254966	46.51518772401689
267.5	47.561373812695365	47.161740602485935	46.70665561276633
268.0	47.772526546900046	47.372457770837265	46.91687354897192
268.5	48.001210158219585	47.60058416843528	47.14436131120054
269.0	48.24580973600368	47.84451097480259	47.38751704147512
269.5	48.50459331415923	48.102513116056855	47.64462354354816
270.0	48.775719173531186	48.372756481457486	47.91385540233616
270.5	49.057244094008624	48.653306087927405	48.19328704837202
271.0	49.34713267510762	48.94213530865081	48.480901882243856
271.5	49.64326781830565	49.23713626230214	48.77460255788457
272.0	49.943462448582835	49.53613144031402	49.07222250294082
272.5	50.2454725255857	49.83688662433352	49.37153872952369
273.0	50.54701136504771	50.13712511566698	49.670285959651395
273.5	50.84576525699979	50.43454326492992	49.96617205412517
274.0	51.13941033235973	50.72682725487652	50.25689470023682
274.5	51.42563058743014	51.011671047314906	50.540159270777515
275.0	51.70213693860683	51.28679536835118	50.81369773025971
275.5	51.966687136516875	51.549967561735045	51.075288419215234
276.0	52.21710633132876	51.79902210353593	51.3227765113311
276.5	52.45130803984487	52.031881529208384	51.55409489491149
277.0	52.66731523751612	52.246577496330474	51.76728520210208
277.5	52.86328126214676	52.441271669556166	51.96051867227414
278.0	53.037510197948556	52.61427609537638	52.13211651588569
278.5	53.18847639181084	52.76407271741181	52.280569428003794
279.0	53.314842745584926	52.88933167384943	52.40455589086441
279.5	53.415477430621266	52.98892802092714	52.50295890660141
280.0	53.489468681334145	53.06195653643206	52.57488081098959
280.5	53.536137346734286	53.107744279252195	52.61965584071443
281.0	53.555046909308516	53.12586061130859	52.636860157281944
281.5	53.54601071921746	53.116124426973165	52.62631906932505
282.0	53.50909624341836	53.07860838716981	52.5881112477448
282.5	53.44462618295099	53.01364000949474	52.52256978291024
283.0	53.35317637429219	52.92179952908416	52.4302799975921
283.5	53.23557045642169	52.80391451168494	52.31207399642836
284.0	53.0928713549327	52.66105127098672	52.169022005433405
284.5	52.92636969897318	52.49450320761771	52.00242062056785
285.0	52.73756935908031	52.30577626071619	51.81377815958375
285.5	52.52817035011508	52.096571719732616	51.604797368965514
286.0	52.30004940222928	51.86876670352573	51.377355797580286
286.5	52.05523854891522	51.6243926605555	51.13348419662897
287.0	51.79590212255265	51.365612285307215	50.87534334602686
287.5	51.5243125675873	51.09469526577766	50.60519972781363
288.0	51.24282550390541	50.813993298905515	50.325400487995026
288.5	50.95385447023111	50.52591480735718	50.03834812460825
289.0	50.65984577156628	50.232899784460365	49.74647533182281
289.5	50.363253830171764	49.93739516858085	49.45222040303822
290.0	50.06651741356075	49.64183112092463	49.15800356798688
290.5	49.772037064395654	49.34859853117993	48.866204587263596
291.0	49.482154016807	49.06002803388311	48.57914188523766
291.5	49.199130825517116	48.778370759648915	48.29905344269352
292.0	48.925133879380375	48.50578098838439	48.02807961212344
292.5	48.662217911307934	48.244300814333904	47.768247961042036
293.0	48.412312562447305	47.99584687473116	47.52146019019685
293.5	48.17721100199251	47.762199139959876	47.28948111927899
294.0	47.95856055648214	47.544991714325825	47.07392968425713
294.5	47.75785525959543	47.34570555436745	46.87627184849014
295.0	47.576430197060155	47.165662975798156	46.697815294992765
295.5	47.41545749520011	47.00602379381307	46.53970573941702
296.0	47.275943780353316	46.86778292231585	46.402924688894224
296.5	47.1587289276505	46.75176924782374	46.28828845794917
297.0	47.06448591288676	46.65864559078172	46.19644825411225
297.5	46.99372158602531	46.588909572091495	46.12789114969462
298.0	46.94677819558179	46.54289521375421	46.0829417685943
298.5	46.92383550898856	46.520775119006494	46.06176453369326
299.0	46.92491339434605	46.522563097897695	46.06436634159774
299.5	46.949874752918	46.54811712845665	46.090599555538525
300.0	46.998428716944666	46.59714256930997	46.140165234226956
300.5	47.07013405522182	46.6691955663005	46.21261653877998
