t	(Var=A_Count) A_Count	(Var=AB_Count) AB_Count	(Var=ABC_Count) ABC_Count	(Var=AC_Count) AC_Count	(Var=B_Count) B_Count	(Var=BAC_Count) BAC_Count	(Var=BC_Count) BC_Count	(Var=C_Count) C_Count	(Var=CABC_Count) CABC_Count
0.0	665.0	0.0	0.0	0.0	665.0	0.0	0.0	3755.0	0.0
1.154862202E-5	664.0	0.0	0.0	1.0	665.0	0.0	0.0	3754.0	0.0
3.074643106E-4	663.0	0.0	0.0	2.0	665.0	0.0	0.0	3753.0	0.0
3.559593495E-4	662.0	0.0	0.0	3.0	665.0	0.0	0.0	3752.0	0.0
4.447458826E-4	661.0	0.0	0.0	4.0	665.0	0.0	0.0	3751.0	0.0
5.819674588E-4	661.0	0.0	0.0	4.0	664.0	0.0	1.0	3750.0	0.0
5.844907113E-4	660.0	0.0	0.0	5.0	664.0	0.0	1.0	3749.0	0.0
6.009139102E-4	659.0	0.0	0.0	6.0	664.0	0.0	1.0	3748.0	0.0
6.387375671E-4	660.0	0.0	0.0	5.0	664.0	0.0	1.0	3749.0	0.0
6.678948545E-4	660.0	0.0	0.0	5.0	663.0	0.0	2.0	3748.0	0.0
6.837796108E-4	660.0	0.0	0.0	5.0	662.0	0.0	3.0	3747.0	0.0
7.056391042E-4	660.0	0.0	0.0	5.0	661.0	0.0	4.0	3746.0	0.0
7.370415129E-4	659.0	0.0	0.0	6.0	661.0	0.0	4.0	3745.0	0.0
7.474556318E-4	659.0	0.0	0.0	6.0	660.0	0.0	5.0	3744.0	0.0
7.662724876E-4	658.0	0.0	0.0	7.0	660.0	0.0	5.0	3743.0	0.0
7.696418251E-4	658.0	0.0	0.0	7.0	659.0	0.0	6.0	3742.0	0.0
8.060014873E-4	657.0	0.0	0.0	8.0	659.0	0.0	6.0	3741.0	0.0
0.001035204818	656.0	0.0	0.0	9.0	659.0	0.0	6.0	3740.0	0.0
0.001069231396	656.0	0.0	0.0	9.0	658.0	0.0	7.0	3739.0	0.0
0.001116263307	655.0	0.0	0.0	10.0	658.0	0.0	7.0	3738.0	0.0
0.001123453528	654.0	0.0	0.0	11.0	658.0	0.0	7.0	3737.0	0.0
0.001203158003	653.0	0.0	0.0	12.0	658.0	0.0	7.0	3736.0	0.0
0.001261373134	653.0	0.0	0.0	12.0	657.0	0.0	8.0	3735.0	0.0
0.001651694544	652.0	0.0	0.0	13.0	657.0	0.0	8.0	3734.0	0.0
0.001700640449	652.0	0.0	0.0	13.0	656.0	0.0	9.0	3733.0	0.0
0.001878932873	651.0	0.0	0.0	14.0	656.0	0.0	9.0	3732.0	0.0
0.00228700194	650.0	0.0	0.0	15.0	656.0	0.0	9.0	3731.0	0.0
0.002526651213	649.0	0.0	0.0	16.0	656.0	0.0	9.0	3730.0	0.0
0.002690445579	648.0	0.0	0.0	17.0	656.0	0.0	9.0	3729.0	0.0
0.002754129544	647.0	0.0	0.0	18.0	656.0	0.0	9.0	3728.0	0.0
0.002981352087	647.0	0.0	0.0	18.0	655.0	0.0	10.0	3727.0	0.0
0.003005904702	646.0	0.0	0.0	19.0	655.0	0.0	10.0	3726.0	0.0
0.003037602959	645.0	0.0	0.0	20.0	655.0	0.0	10.0	3725.0	0.0
0.003132760705	645.0	0.0	0.0	20.0	654.0	0.0	11.0	3724.0	0.0
0.003218917644	644.0	0.0	0.0	21.0	654.0	0.0	11.0	3723.0	0.0
0.003381261766	643.0	0.0	0.0	22.0	654.0	0.0	11.0	3722.0	0.0
0.003447085777	642.0	0.0	0.0	23.0	654.0	0.0	11.0	3721.0	0.0
0.003530160428	641.0	0.0	0.0	24.0	654.0	0.0	11.0	3720.0	0.0
0.003637010693	641.0	0.0	0.0	24.0	653.0	0.0	12.0	3719.0	0.0
0.003638913106	641.0	0.0	0.0	24.0	652.0	0.0	13.0	3718.0	0.0
0.0037580633	640.0	0.0	0.0	25.0	652.0	0.0	13.0	3717.0	0.0
0.003935855632	640.0	0.0	0.0	25.0	651.0	0.0	14.0	3716.0	0.0
0.003960520703	640.0	0.0	0.0	25.0	650.0	0.0	15.0	3715.0	0.0
0.003983335687	640.0	0.0	0.0	25.0	649.0	0.0	16.0	3714.0	0.0
0.003999671944	640.0	0.0	0.0	25.0	648.0	0.0	17.0	3713.0	0.0
0.004052211497	640.0	0.0	0.0	25.0	647.0	0.0	18.0	3712.0	0.0
0.004105652199	639.0	0.0	0.0	26.0	647.0	0.0	18.0	3711.0	0.0
0.004106093242	638.0	0.0	0.0	27.0	647.0	0.0	18.0	3710.0	0.0
0.004124698917	638.0	0.0	0.0	27.0	646.0	0.0	19.0	3709.0	0.0
0.00412604981	637.0	0.0	0.0	28.0	646.0	0.0	19.0	3708.0	0.0
0.004327932457	636.0	0.0	0.0	29.0	646.0	0.0	19.0	3707.0	0.0
0.004356609702	635.0	0.0	0.0	30.0	646.0	0.0	19.0	3706.0	0.0
0.004395265166	635.0	0.0	0.0	30.0	645.0	0.0	20.0	3705.0	0.0
0.004407184559	634.0	0.0	0.0	31.0	645.0	0.0	20.0	3704.0	0.0
0.004429343633	633.0	0.0	0.0	32.0	645.0	0.0	20.0	3703.0	0.0
0.00444608131	632.0	0.0	0.0	33.0	645.0	0.0	20.0	3702.0	0.0
0.004574708378	632.0	0.0	0.0	33.0	644.0	0.0	21.0	3701.0	0.0
0.004588498313	632.0	0.0	0.0	33.0	643.0	0.0	22.0	3700.0	0.0
0.004629226417	631.0	0.0	0.0	34.0	643.0	0.0	22.0	3699.0	0.0
0.004707016849	630.0	0.0	0.0	35.0	643.0	0.0	22.0	3698.0	0.0
0.004796180007	629.0	0.0	0.0	36.0	643.0	0.0	22.0	3697.0	0.0
0.004975342835	629.0	0.0	0.0	36.0	642.0	0.0	23.0	3696.0	0.0
0.004988786692	629.0	0.0	0.0	36.0	641.0	0.0	24.0	3695.0	0.0
0.005010172792	628.0	0.0	0.0	37.0	641.0	0.0	24.0	3694.0	0.0
0.005111307636	627.0	0.0	0.0	38.0	641.0	0.0	24.0	3693.0	0.0
0.005121192946	626.0	0.0	0.0	39.0	641.0	0.0	24.0	3692.0	0.0
0.005144311494	626.0	0.0	0.0	39.0	640.0	0.0	25.0	3691.0	0.0
0.005185262052	625.0	0.0	0.0	40.0	640.0	0.0	25.0	3690.0	0.0
0.005289877673	624.0	0.0	0.0	41.0	640.0	0.0	25.0	3689.0	0.0
0.005315766316	623.0	0.0	0.0	42.0	640.0	0.0	25.0	3688.0	0.0
0.005447025699	623.0	0.0	0.0	42.0	639.0	0.0	26.0	3687.0	0.0
