t	(Var=A_Count) A_Count	(Var=AB_Count) AB_Count	(Var=ABC_Count) ABC_Count	(Var=AC_Count) AC_Count	(Var=B_Count) B_Count	(Var=BAC_Count) BAC_Count	(Var=BC_Count) BC_Count	(Var=C_Count) C_Count	(Var=CABC_Count) CABC_Count
0.0	665.0	0.0	0.0	0.0	665.0	0.0	0.0	3755.0	0.0
2.677668182E-5	664.0	0.0	0.0	1.0	665.0	0.0	0.0	3754.0	0.0
7.781537359E-5	663.0	0.0	0.0	2.0	665.0	0.0	0.0	3753.0	0.0
1.270978611E-4	662.0	0.0	0.0	3.0	665.0	0.0	0.0	3752.0	0.0
1.565393369E-4	661.0	0.0	0.0	4.0	665.0	0.0	0.0	3751.0	0.0
1.745560677E-4	661.0	0.0	0.0	4.0	664.0	0.0	1.0	3750.0	0.0
1.757345589E-4	660.0	0.0	0.0	5.0	664.0	0.0	1.0	3749.0	0.0
1.767163071E-4	660.0	0.0	0.0	5.0	663.0	0.0	2.0	3748.0	0.0
2.684330889E-4	660.0	0.0	0.0	5.0	662.0	0.0	3.0	3747.0	0.0
2.870905508E-4	659.0	0.0	0.0	6.0	662.0	0.0	3.0	3746.0	0.0
3.652177611E-4	659.0	0.0	0.0	6.0	661.0	0.0	4.0	3745.0	0.0
5.835497711E-4	658.0	0.0	0.0	7.0	661.0	0.0	4.0	3744.0	0.0
6.092923734E-4	657.0	0.0	0.0	8.0	661.0	0.0	4.0	3743.0	0.0
6.193013885E-4	656.0	0.0	0.0	9.0	661.0	0.0	4.0	3742.0	0.0
8.543564535E-4	655.0	0.0	0.0	10.0	661.0	0.0	4.0	3741.0	0.0
0.001136628204	655.0	0.0	0.0	10.0	660.0	0.0	5.0	3740.0	0.0
0.001144812802	655.0	0.0	0.0	10.0	659.0	0.0	6.0	3739.0	0.0
0.001172139066	654.0	0.0	0.0	11.0	659.0	0.0	6.0	3738.0	0.0
0.001232654854	653.0	0.0	0.0	12.0	659.0	0.0	6.0	3737.0	0.0
0.001294264071	652.0	0.0	0.0	13.0	659.0	0.0	6.0	3736.0	0.0
0.001316188023	651.0	0.0	0.0	14.0	659.0	0.0	6.0	3735.0	0.0
0.001459548633	650.0	0.0	0.0	15.0	659.0	0.0	6.0	3734.0	0.0
0.001503119395	649.0	0.0	0.0	16.0	659.0	0.0	6.0	3733.0	0.0
0.001512381604	649.0	0.0	0.0	16.0	658.0	0.0	7.0	3732.0	0.0
0.00153515166	649.0	0.0	0.0	16.0	657.0	0.0	8.0	3731.0	0.0
0.00177908331	648.0	0.0	0.0	17.0	657.0	0.0	8.0	3730.0	0.0
0.001800490916	648.0	0.0	0.0	17.0	656.0	0.0	9.0	3729.0	0.0
0.001905398371	648.0	0.0	0.0	17.0	655.0	0.0	10.0	3728.0	0.0
0.001922810614	647.0	0.0	0.0	18.0	655.0	0.0	10.0	3727.0	0.0
0.001956849914	646.0	0.0	0.0	19.0	655.0	0.0	10.0	3726.0	0.0
0.00196133946	646.0	0.0	0.0	19.0	654.0	0.0	11.0	3725.0	0.0
0.001989917925	645.0	0.0	0.0	20.0	654.0	0.0	11.0	3724.0	0.0
0.002091391061	645.0	0.0	0.0	20.0	653.0	0.0	12.0	3723.0	0.0
0.002100701215	644.0	0.0	0.0	21.0	653.0	0.0	12.0	3722.0	0.0
0.002194898269	644.0	0.0	0.0	21.0	652.0	0.0	13.0	3721.0	0.0
0.002383899479	644.0	0.0	0.0	21.0	651.0	0.0	14.0	3720.0	0.0
0.002455789399	643.0	0.0	0.0	22.0	651.0	0.0	14.0	3719.0	0.0
0.002533701097	643.0	0.0	0.0	22.0	650.0	0.0	15.0	3718.0	0.0
0.002585021448	643.0	0.0	0.0	22.0	649.0	0.0	16.0	3717.0	0.0
0.00260906909	643.0	0.0	0.0	22.0	648.0	0.0	17.0	3716.0	0.0
0.002692321248	643.0	0.0	0.0	22.0	647.0	0.0	18.0	3715.0	0.0
0.002723282051	643.0	0.0	0.0	22.0	646.0	0.0	19.0	3714.0	0.0
0.002746930362	643.0	0.0	0.0	22.0	645.0	0.0	20.0	3713.0	0.0
0.002844238396	642.0	0.0	0.0	23.0	645.0	0.0	20.0	3712.0	0.0
0.002883637729	642.0	0.0	0.0	23.0	644.0	0.0	21.0	3711.0	0.0
0.00288850986	641.0	0.0	0.0	24.0	644.0	0.0	21.0	3710.0	0.0
0.002994132754	640.0	0.0	0.0	25.0	644.0	0.0	21.0	3709.0	0.0
0.00305040269	639.0	0.0	0.0	26.0	644.0	0.0	21.0	3708.0	0.0
0.003283427134	639.0	0.0	0.0	25.0	644.0	0.0	20.0	3708.0	1.0
0.003395807142	638.0	0.0	0.0	26.0	644.0	0.0	20.0	3707.0	1.0
0.003431484571	638.0	0.0	0.0	26.0	643.0	0.0	21.0	3706.0	1.0
0.003440563952	638.0	0.0	0.0	26.0	642.0	0.0	22.0	3705.0	1.0
0.003548710068	638.0	0.0	0.0	26.0	641.0	0.0	23.0	3704.0	1.0
0.003562605219	637.0	0.0	0.0	27.0	641.0	0.0	23.0	3703.0	1.0
0.003935355106	636.0	0.0	0.0	28.0	641.0	0.0	23.0	3702.0	1.0
0.004025992926	636.0	0.0	0.0	28.0	640.0	0.0	24.0	3701.0	1.0
0.004102341879	635.0	0.0	0.0	29.0	640.0	0.0	24.0	3700.0	1.0
0.004224118631	634.0	0.0	0.0	30.0	640.0	0.0	24.0	3699.0	1.0
0.004261385415	633.0	0.0	0.0	31.0	640.0	0.0	24.0	3698.0	1.0
0.004271072823	633.0	0.0	0.0	31.0	639.0	0.0	25.0	3697.0	1.0
0.004286524481	632.0	0.0	0.0	32.0	639.0	0.0	25.0	3696.0	1.0
0.004370071311	631.0	0.0	0.0	33.0	639.0	0.0	25.0	3695.0	1.0
0.004494726031	631.0	0.0	0.0	33.0	638.0	0.0	26.0	3694.0	1.0
0.004554734805	631.0	0.0	0.0	33.0	637.0	0.0	27.0	3693.0	1.0
0.004583733952	630.0	0.0	0.0	34.0	637.0	0.0	27.0	3692.0	1.0
0.004755377242	629.0	0.0	0.0	35.0	637.0	0.0	27.0	3691.0	1.0
0.004769597447	628.0	0.0	0.0	36.0	637.0	0.0	27.0	3690.0	1.0
