t	(Var=A_Count) A_Count	(Var=AB_Count) AB_Count	(Var=ABC_Count) ABC_Count	(Var=AC_Count) AC_Count	(Var=B_Count) B_Count	(Var=BAC_Count) BAC_Count	(Var=BC_Count) BC_Count	(Var=C_Count) C_Count	(Var=CABC_Count) CABC_Count
0.0	665.0	0.0	0.0	0.0	665.0	0.0	0.0	3755.0	0.0
1.049002103E-4	664.0	0.0	0.0	1.0	665.0	0.0	0.0	3754.0	0.0
2.729765606E-4	663.0	0.0	0.0	2.0	665.0	0.0	0.0	3753.0	0.0
3.332683643E-4	663.0	0.0	0.0	2.0	664.0	0.0	1.0	3752.0	0.0
3.586963797E-4	662.0	0.0	0.0	3.0	664.0	0.0	1.0	3751.0	0.0
3.638756239E-4	662.0	0.0	0.0	3.0	663.0	0.0	2.0	3750.0	0.0
4.429872604E-4	661.0	0.0	0.0	4.0	663.0	0.0	2.0	3749.0	0.0
4.504893901E-4	661.0	0.0	0.0	4.0	662.0	0.0	3.0	3748.0	0.0
5.171996274E-4	661.0	0.0	0.0	4.0	661.0	0.0	4.0	3747.0	0.0
5.233809156E-4	661.0	0.0	0.0	4.0	660.0	0.0	5.0	3746.0	0.0
5.886468482E-4	660.0	0.0	0.0	5.0	660.0	0.0	5.0	3745.0	0.0
5.998326864E-4	660.0	0.0	0.0	5.0	659.0	0.0	6.0	3744.0	0.0
6.171518943E-4	660.0	0.0	0.0	5.0	658.0	0.0	7.0	3743.0	0.0
7.459038336E-4	659.0	0.0	0.0	6.0	658.0	0.0	7.0	3742.0	0.0
9.556819E-4	658.0	0.0	0.0	7.0	658.0	0.0	7.0	3741.0	0.0
9.610047878E-4	657.0	0.0	0.0	8.0	658.0	0.0	7.0	3740.0	0.0
9.687438968E-4	656.0	0.0	0.0	9.0	658.0	0.0	7.0	3739.0	0.0
0.001136533406	656.0	0.0	0.0	9.0	657.0	0.0	8.0	3738.0	0.0
0.001424524093	655.0	0.0	0.0	10.0	657.0	0.0	8.0	3737.0	0.0
0.001444987037	654.0	0.0	0.0	11.0	657.0	0.0	8.0	3736.0	0.0
0.001481349511	653.0	0.0	0.0	12.0	657.0	0.0	8.0	3735.0	0.0
0.001616298644	653.0	0.0	0.0	12.0	656.0	0.0	9.0	3734.0	0.0
