t	(Var=A) A	(Var=AB) AB	(Var=ABC) ABC	(Var=AC) AC	(Var=B) B	(Var=BAC) BAC	(Var=BC) BC	(Var=C) C	(Var=CABC) CABC
0.19849983860546597	0.1793882189349657	2.6415089672924327E-4	0.10326579665345292	410.9271049180042	0.17938821893496562	0.10326579665345291	410.92710491800364	12058.956785636912	2058.9912364707
0.20126294036032602	0.17582996704606135	2.5646869004656826E-4	0.10411513654433913	408.0727566901807	0.1758299670460613	0.1041151365443391	408.07275669018014	12037.483923579275	2072.5811663874524
0.20402604211518607	0.17235390932902978	2.4899292843779937E-4	0.1049484213989671	405.2738122897934	0.17235390932902972	0.10494842139896714	405.27381228979283	12016.507257610401	2085.8676104874226
0.20678914387004613	0.16895787217868533	2.417196271145981E-4	0.1057659572533862	402.5290385615148	0.16895787217868527	0.1057659572533862	402.52903856151426	11996.013674586779	2098.858358191658
0.21106710855628266	0.16385293084424063	2.3084873178840838E-4	0.10700133417690327	398.38351831624743	0.16385293084424057	0.10700133417690325	398.3835183162468	11965.207998721928	2118.4054809924264
0.2153450732425192	0.1589272761648075	2.2043839474030516E-4	0.1082007610827041	394.3606693674938	0.15892727616480745	0.10820076108270404	394.3606693674932	11935.484714161832	2137.2887727943225
0.21962303792875573	0.15417376462688365	2.1047345349763468E-4	0.10936529161803585	390.4563566695206	0.1541737646268836	0.1093652916180356	390.4563566695199	11906.800712452032	2155.533921816661
0.22390100261499227	0.14958559020217158	2.0093875346711404E-4	0.11049594635379112	386.66661261744963	0.14958559020217152	0.11049594635379101	386.6666126174489	11879.114917503126	2173.1654326884486
0.2281789673012288	0.14515626528665132	1.9181921950955696E-4	0.11159371762261441	382.9876301433386	0.14515626528665126	0.1115937176226146	382.9876301433378	11852.388171243869	2190.206690520919
0.23245693198746534	0.14087960269364166	1.8309991902873567E-4	0.11265956977534727	379.41575600288184	0.1408796026936416	0.11265956977534715	379.41575600288104	11826.583125561276	2206.6800216505194
